,Aspect,Opinion,ID,Text,Valence,Arousal,BIOES
1098,персонал,вежливый,17398:2_699,"Обслуживание хорошее, вежливый персонал, все пожелания выполнялись.",6.9,6.9,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1099,еда,Вкусная,17398:3_700,"Вкусная еда и порции нормальные, готовили и приносили довольно быстро.",7.1,6.9,"['EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1100,порции,нормальные,17398:3_700,"Вкусная еда и порции нормальные, готовили и приносили довольно быстро.",6.4,6.2,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_E', 'OPN_B', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1101,гардероб,Есть,17475:3_701,"Есть гардероб и приятный гардеробщик,далее открывается вид в зал-хорошая мебель и приятный интерьер ,печально что нет некурящей зоны!",6.33,6.0,"['EMB_O', 'OPN_B', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1102,гардеробщик,приятный,17475:3_701,"Есть гардероб и приятный гардеробщик,далее открывается вид в зал-хорошая мебель и приятный интерьер ,печально что нет некурящей зоны!",7.0,6.8,"['EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_S', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1103,мебель,хорошая,17475:3_701,"Есть гардероб и приятный гардеробщик,далее открывается вид в зал-хорошая мебель и приятный интерьер ,печально что нет некурящей зоны!",7.2,7.0,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1104,интерьер,приятный,17475:3_701,"Есть гардероб и приятный гардеробщик,далее открывается вид в зал-хорошая мебель и приятный интерьер ,печально что нет некурящей зоны!",7.0,6.8,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1105,некурящей зоны,печально что нет,17475:3_701,"Есть гардероб и приятный гардеробщик,далее открывается вид в зал-хорошая мебель и приятный интерьер ,печально что нет некурящей зоны!",3.33,6.33,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O']"
1106,администратора,нормально,17475:4_702,"Встретили нормально (никакой улыбки на лице администратора при этом не было) ,проводили к столу.",5.0,3.38,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1107,Официант,не ориентируется в меню,17475:5_703,"Официант не ориентируется в меню,не видит столы,из рук все валится,грязные тарелки стояли по 10 минут на столе и это при неполном зале!!!?",2.33,7.67,"['EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1108,японскую кухню,вкусная,17475:7_704,"Кухня:кушали японскую кухню,вкусная еда и немаленькие порции,подача обычная.",7.3,7.0,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1109,еда,вкусная,17475:7_704,"Кухня:кушали японскую кухню,вкусная еда и немаленькие порции,подача обычная.",7.3,7.0,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1110,порции,немаленькие,17475:7_704,"Кухня:кушали японскую кухню,вкусная еда и немаленькие порции,подача обычная.",6.7,6.5,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1111,салат цезарь,вкусно,17475:8_705,А еще салат цезарь-тоже вкусно!,7.3,7.0,"['EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O']"
1112,персоналом,с улыбкой,17475:10_706,"Проводили всем персоналом,уже с улыбкой и доброжелательным видом!",7.38,6.75,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1113,молодой человек-администратор,неприятный,17572:1_707,На входе нас встретил неприятный молодой человек-администратор.,2.9,7.0,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O']"
1114,диванчиках,мягких,17572:7_708,Нам предложили присесть на мягких и удобных диванчиках.,7.1,6.9,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O']"
1115,вид,прекрасен,17572:8_709,"Конечно не у окна, но вид все же как всегда был прекрасен.",8.0,7.5,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_S', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O']"
1116,официант,любезный,17572:9_710,Буквально через 5 минут к нам подошел любезный официант и принял наш заказ.,7.38,7.12,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1117,теплым мексиканским салатом,наслаждались,17572:10_711,Приблизительно через 15 минут мы уже наслаждались теплым мексиканским салатом и карпаччо из утиной грудки.,8.0,7.7,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1118,карпаччо из утиной грудки,наслаждались,17572:10_711,Приблизительно через 15 минут мы уже наслаждались теплым мексиканским салатом и карпаччо из утиной грудки.,8.0,7.7,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O']"
1119,Холодные закуска,великолепны,17572:11_712,Холодные закуска и салат были великолепны!,8.3,8.0,"['EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O']"
1120,салат,великолепны,17572:11_712,Холодные закуска и салат были великолепны!,8.3,8.0,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_E', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O']"
1121,Горячее,очень порадовало,17572:12_713,Горячее тоже очень порадовало.,7.9,7.5,"['EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O']"
1122,Официант,внимателен,17572:13_714,Официант был всегда внимателен и любезен.,7.33,7.33,"['EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1123,столик,уютный,17999:2_715,"Пришли.....встретили хорошо, посадили за уютный столик в уголке....",7.1,6.9,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1124,Официант,пропал,17999:3_716,"Официант принёс меню и.......пропал, прошло 20 минут, подруги готовы были уже идти сами на кухню за едой....",2.5,6.8,"['EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1125,мартини со льдом,без щипцов,17999:4_717,"Наконец наш заказ приняли, вместо свежевыжитого сока принесли обычный из коробки, мартини со льдом, но без щипцов (глядя на предыдущий комментарий могу сказать, что наверно тут так принято)........",2.9,6.8,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1126,официанты,постоянно приходили разные,17999:5_718,"К столику постоянно приходили разные официанты, может 3 или 4....кому платить чаевые???????????????",3.2,6.7,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1127,ресторан,Большой,17999:8_719,"Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....",6.75,6.5,"['EMB_O', 'OPN_S', 'ASP_B', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1128,место,хорошее,17999:8_719,"Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....",7.0,6.75,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_S', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1129,кухня,очень приличная,17999:8_719,"Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....",7.3,7.3,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_E', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1130,обслуживание,оставляет желать лучшего,17999:8_719,"Большой ресторан, хорошее и главное довольно выгодное место и кухня очень приличная, но вот обслуживание оставляет желать лучшего....",2.7,7.2,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_E', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1131,официантка,приветливая,18003:5_720,"И встретили нас и проводили к столику, а официантка какая была, просто чудо, приветливая, внимательная, но самое главное все в меру, ее не было слишком много, но работу она выполняла на все 100, а то и 200 %.",7.2,7.3,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1132,блюд,отличное,18003:9_721,"Да, первое восприятие блюд отличное, оформление, какие-то находки повара.",8.0,8.0,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_E', 'OPN_B', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1133,мясо,суховато,18003:12_722,"То мясо суховато, то рыба не досолена, чего не скажешь о спиртных напитках.",3.5,6.2,"['EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_E', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1134,рыба,не досолена,18003:12_722,"То мясо суховато, то рыба не досолена, чего не скажешь о спиртных напитках.",3.3,6.6,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_E', 'OPN_B', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O']"
1135,спиртных напитках,чего не скажешь,18003:12_722,"То мясо суховато, то рыба не досолена, чего не скажешь о спиртных напитках.",6.33,5.67,"['EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'EMB_O', 'OPN_B', 'OPN_I', 'ASP_S', 'OPN_I', 'OPN_I', 'OPN_E', 'EMB_O', 'EMB_O', 'ASP_B', 'ASP_I', 'ASP_I', 'ASP_I', 'ASP_E', 'EMB_O', 'EMB_O']"
